master_protein,0h_1_total,0h_2_total,0h_3_total,6h_1_total,6h_2_total,6h_3_total,6h_4_total,23h_1_total,23h_2_total,23h_3_total,0h_1_OOPS,0h_2_OOPS,0h_3_OOPS,6h_1_OOPS,6h_2_OOPS,6h_3_OOPS,6h_4_OOPS,23h_1_OOPS,23h_2_OOPS,23h_3_OOPS
A0AVT1,0.265834896,0.28049266,0.392211346,0.551450604,0.498195375,0.550081333,0.505032523,0.504967777,0.473144909,0.416754137,-0.218800946,-0.2679185,-0.065626599,-0.813759976,-0.510992591,-0.664434514,-0.4619651,-0.653765632,-0.576325562,-0.0514536
A1L0T0,0.361231724,0.281303028,0.312289041,-0.138852144,-0.099044168,-0.133141835,-0.153641589,-0.138432395,-0.124869107,-0.166344706,-0.271401224,-0.680333711,-1.148899148,-0.01383101,-0.091154106,-0.594946589,-0.065955772,-0.204481614,-0.665466064,-0.912000342
A1X283,0.569651955,0.568599728,0.511145948,0.511943926,0.62810864,0.574443791,0.608603414,0.617785012,0.472237772,0.657289679,0.43822385,0.649722265,0.502597104,-0.478234587,-0.159866856,-0.058893689,-0.263974022,-0.380804386,-0.2040181,0.299090403
A4D1E9,0.407071463,0.402606755,0.535424487,0.022089148,0.109982904,0.018131884,0.200565488,0.124300097,0.108893507,-0.084525315,-0.817821048,-0.895273829,-0.85881232,0.253700206,0.5346057,0.680970963,0.333579599,-0.182659511,-0.475945583,-0.776150969
A5YKK6,-0.49200512,-0.503495295,-0.574460307,-0.456496679,-0.449281133,-0.460204974,-0.421453135,-0.394813314,-0.351098273,-0.256794257,-0.63309225,-0.553218817,-0.583542488,-0.320970033,-0.454203565,-0.375367354,-0.319174896,0.186957374,0.148216478,0.205933392
A6NFI3,-1.006423644,-1.041820176,-1.023137045,-0.935212884,-0.931729671,-0.834672117,-0.917927789,-0.970449371,-0.969583202,-0.906001345,-0.258438917,-0.187937329,0.608350718,-0.614597189,-0.417282189,-0.493408563,-0.6841475,0.459155201,0.706628817,-0.423113813
A6NHR9,0.081336223,0.034936378,0.061805952,-0.104630482,-0.135174762,-0.070200885,-0.035539475,-0.009537564,0.015186589,-0.111403987,-0.130628216,-0.279720611,-0.207237848,-0.4286767,-0.463174369,-0.397637289,-0.186767153,-0.37038777,-0.471193445,-0.434236901
A8MWD9,0.073032972,-0.175343849,-0.417800754,-0.009478521,-0.173933787,-0.043428007,-0.09883403,0.073702781,-0.224530227,-0.090784306,1.520995606,1.74536227,1.899744444,1.233399717,1.086207485,0.696607857,0.619971875,1.00600656,1.366092004,1.82344902
A8MYA2,-0.731060793,-0.944544634,-1.186270341,-0.617823949,-0.701512898,-0.712181239,-0.664057136,-0.866069862,-0.912168109,-0.820652646,-0.522506032,-0.45271097,-0.719964658,-0.095903937,-0.152068485,-0.289678596,-0.432745943,-0.347006178,-0.195980781,-0.452691188
C9J798,-1.296934697,-0.897809873,-0.902342764,-1.067212953,-1.146966739,-0.952843935,-1.175667895,-1.092968362,-1.173990675,-0.731703212,-0.564964427,-0.777251854,-0.774321256,-0.804735412,-0.797687804,-1.026103754,-0.412904281,-0.50109862,-0.736549162,-0.59736474
E9PAV3,1.141240594,1.043296438,1.190331212,1.787367581,1.716364388,1.711380799,1.555181041,1.5325657,1.404091236,1.12512184,0.233242112,0.562006119,0.600777498,1.288776474,1.07316819,1.169261541,0.781072458,1.405443456,1.551167881,1.172964325
O00116,1.097604385,1.008510656,1.096165841,0.673096382,0.651261087,0.692758307,0.708632232,0.526802892,0.498400359,0.509838888,-0.465339162,-0.39445858,-0.260266479,0.617628003,1.025165038,0.895893734,1.060962283,-0.774736253,-0.788238446,-0.172102569
O00139,-0.182367985,0.21455665,0.167751685,-0.239312326,-0.162349772,-0.327350311,-0.116241617,0.162440478,0.153595339,-0.152730396,0.417372975,0.27552686,0.089815579,-0.269604067,-0.234484897,-0.152371645,-0.260389685,-0.356957644,-0.240061849,-0.251589903
O00148,0.182266118,0.118924143,0.307017628,0.284407304,0.26715968,0.310855461,0.317956085,0.13892044,0.230408553,-0.004004915,-0.666325142,-0.814038525,-0.250259863,-0.19955969,-0.150513857,-0.335255627,-0.078524445,-0.762043677,-0.749234422,0.209990182
O00154,-0.127331526,0.072039702,-0.034284381,0.218121736,0.210811431,0.25108324,0.117594192,0.473258271,0.25616404,0.184133722,-1.215218388,-1.59335041,-0.924683991,-1.496613116,-1.145859998,-1.331912183,-1.472082217,-0.909183359,-1.402431658,-0.134392763
O00159,0.57759033,0.485193799,0.485752947,0.109222064,0.165001883,0.111469286,0.189709967,0.226548008,0.195829143,0.122294365,-0.315867682,-0.334870688,-0.180208759,-0.018126758,0.17601647,0.105082046,0.259503723,-0.809442188,-0.860344144,-0.423593831
O00161,0.384830236,0.2211312,0.113054341,0.068511783,0.160682567,0.115834011,0.084280531,-0.044219655,-0.190896559,0.233581069,0.30950469,0.157362515,0.148132074,-0.458585215,-0.547792509,-0.515047042,-0.371441454,-0.406683018,-0.294085919,-0.100609907
O00170,0.384185284,0.404841512,0.542016974,0.569144311,0.656787839,0.626484096,0.550360467,0.685516501,0.74078502,0.575877493,0.560300446,0.611948922,0.516751198,0.781180937,0.371324389,0.781251168,0.69071835,0.88822876,0.782824997,0.852285858
O00192,-0.294660946,-0.338726004,-0.428163924,-0.788810146,-0.695061857,-0.743336639,-0.672732418,-0.386510857,-0.490327215,-0.514365381,-0.329860954,-0.077371039,-0.457325457,-1.205845953,-0.984478572,-1.063045332,-1.057933351,-0.996140536,-0.972443818,-1.408787031
O00193,0.73870507,0.70693925,0.72102405,1.027486326,0.966106387,0.94667327,0.896230528,1.212721741,0.941925749,0.523742653,0.103700957,-0.10628011,-0.280827801,-0.003938205,0.02561296,0.247194197,0.094403044,2.358863728,1.80326762,0.693027782
O00203,0.521946823,0.584522148,0.655535858,0.660335766,0.681878165,0.682317967,0.576751351,0.590359268,0.724785453,0.489058123,-0.429701049,-0.439594345,-0.309336999,0.038847423,0.037169991,0.263981678,-0.184676887,0.567084371,0.458643883,0.555595423
O00231,0.547949881,0.573714818,0.641446927,0.719112812,0.72167628,0.773506933,0.759173841,0.844392662,0.787822521,0.569447363,0.697005651,0.838613889,0.703347232,1.022519068,1.320209073,1.137503524,1.501922574,0.910995604,0.936504668,1.094425927
O00232,0.288634488,0.132702779,0.298483242,0.533404549,0.469229347,0.550958716,0.468010721,0.374672884,0.391090775,0.182954996,0.169445462,0.009407674,0.101042834,0.603847066,0.772138988,0.560208953,1.044976219,0.118297378,-0.148675066,0.710851283
O00233,-0.129990646,-0.025528314,0.027164707,0.233835286,0.319073663,0.331210314,0.2629131,0.453122885,0.285183972,0.212280686,-0.351720388,-0.304541589,-0.620349956,-0.717721658,-0.944529192,-0.685920249,-0.728027198,-0.50109862,-0.790996946,-0.356981643
O00267,-0.368881817,-0.343027167,-0.334976323,-0.179250935,-0.239002767,-0.189590599,-0.310895276,-0.27297416,-0.435151922,-0.545112436,-0.04267649,-0.055493012,-0.06324871,-0.035007126,0.008539447,-0.025388782,-0.098015209,0.212057129,0.333391078,0.096354886
O00299,0.871845424,0.975796131,1.12421536,1.420031508,1.390962726,1.50535553,1.291495397,1.559251087,1.424361645,1.241960946,0.840666551,0.802616636,0.857073104,1.271571209,1.209480458,1.068018423,1.151015412,1.279120172,1.206794444,1.551146196
O00303,0.455422204,0.352600528,0.49471126,1.059041992,0.935890963,0.935607663,0.976738693,1.185355194,1.09223371,0.682222383,-0.23878686,-0.377550666,-0.15743583,0.096546538,-0.099004001,0.045057275,0.22890408,0.119431126,-0.139654166,-0.066475151
O00330,0.746033629,0.726680992,0.490072938,0.268936575,0.247892878,0.388901711,0.332045441,0.100554,0.194891415,0.518748369,-1.909409959,-2.624377305,-1.871046027,-0.453340408,-0.617759834,-0.204920978,-0.19051186,-1.895377559,-2.102871376,-1.762423986
O00410,0.586950581,0.646029665,0.782239494,0.905040885,0.859294004,0.954933246,0.91874143,1.048730666,1.09090159,0.640186662,0.167351058,0.272977928,0.368341066,0.197344899,0.08681424,0.219262004,0.836083564,0.752121361,0.60970773,0.261227282
O00411,-0.645271795,-0.922363107,-0.855886178,-0.821247134,-0.854907432,-0.914448556,-0.804900663,-1.046342203,-0.854244625,-0.910827151,-0.242398113,-0.218310978,-0.136609999,-0.066482271,0.112302031,-0.05449562,-0.122003082,-0.11077387,-0.109461186,-0.156215083
O00487,0.644809315,0.760453551,0.89557299,0.897057789,0.888527917,0.936048562,0.971737487,0.881436711,1.003877836,0.371006962,0.12924192,0.347915766,0.214143714,0.022115686,0.082493982,0.047626635,0.384182305,-0.041033546,0.106581989,0.219244191
O00505,0.586196804,0.580730569,0.308281553,0.427598463,0.466850624,0.450548261,0.628512779,0.385168937,0.478416347,0.253275691,-0.098200653,-0.02554263,-0.012943996,-0.197052834,-0.163389922,-0.085391491,0.085779138,-0.10977719,-0.155153277,-0.078897651
O00541,0.373150738,0.391827892,0.285676838,0.256645169,0.256181605,0.250957242,0.259937906,0.236940887,0.26644165,0.230864981,0.497499659,0.522969848,0.737541241,0.592247911,0.469642084,0.522906739,0.243042931,0.586364221,0.639237521,0.586572352
O00566,0.364544458,0.41572623,0.346171224,0.047461801,0.066026984,0.168240273,0.088291019,0.300852651,0.338691583,0.096842698,0.360026701,0.480607538,0.440312826,0.040714813,0.098762371,0.029154305,-0.241691396,0.565552185,0.639494205,0.538143508
O00567,1.087609971,1.063670988,1.115879002,0.916314293,0.999856569,0.985054615,0.998613702,1.023692285,0.968054536,0.710122807,0.698114308,0.91158155,0.827367149,1.014903039,0.95466269,0.826650756,0.966142886,1.140246351,1.129549551,1.075888621
O00571,0.55886501,0.557389467,0.598231102,0.59712366,0.567602579,0.626453744,0.571006233,0.66876439,0.630303835,0.212908218,1.097097358,1.194968773,1.233780346,1.254802194,1.166540707,1.106879669,0.907957599,1.19163058,1.251837155,1.30162204
O00622,0.936702848,1.078370435,0.685805943,-0.461922365,-0.275680623,-0.392027521,-0.385109701,-0.170113079,-0.217147496,-0.356329931,1.41575651,1.568022729,1.604884593,-0.396871945,-0.340165445,-0.116693795,-0.399325875,0.049778258,0.198878836,-0.848748786
O00629,0.287811069,0.244836954,0.431389826,0.624093126,0.601816643,0.700592641,0.659056654,0.326200246,0.502003167,0.310748929,-3.861581434,-3.018656244,-3.214190608,-1.592190776,-1.89683245,-1.656347134,-1.797568132,-2.252071072,-2.459015187,-2.449266101
O14497,-0.248978973,-0.466276054,-0.466666755,-0.236486282,-0.393195108,-0.269011057,-0.161678908,-0.1406335,-0.248055012,-0.109255169,-0.338019478,-0.364122502,-0.324320518,-0.568911115,-0.456722929,-0.562257971,-0.445238558,-0.245488422,-0.255291977,-0.497910301
O14578,-0.112504925,-0.151558538,-0.253534547,-0.565209323,-0.497542056,-0.566132736,-0.477783305,-0.592788393,-0.561636903,-0.511208351,0.768298496,0.688522802,0.671245428,0.363564567,0.546790716,0.697621791,0.364461389,0.138277995,0.214410143,0.008077782
O14639,0.081726954,-0.007316856,0.019662914,-0.174330757,-0.053759753,-0.06668298,-0.060109379,0.038733951,0.034466155,0.303673682,0.287674789,0.148212199,0.230048895,0.072853048,-0.003647407,-0.110951718,0.130668952,0.114890776,0.067424641,0.212772623
O14641,-2.201551541,-2.281138513,-2.420754072,-1.843993061,-1.5864988,-1.464853835,-1.864134972,-1.881145183,-1.961495821,-0.940873591,-4.137215876,-4.447499543,-3.799153109,-1.663074262,-2.464307524,-2.372554168,-2.30452812,-1.739258357,-2.228402259,-3.719355264
O14646,-0.349458305,-0.304854582,-0.348676394,-0.357148816,-0.29519667,-0.275770089,-0.449097472,-0.348300908,-0.223276255,0.00254288,0.22575841,0.259328503,0.357201556,0.199076202,0.330745015,0.345742215,-0.091423165,0.356459666,0.52454091,0.672355857
O14647,-0.403149904,-0.417544751,-0.797862115,-0.955752523,-0.978661833,-0.762445462,-0.741339057,-0.899446,-1.019083313,-0.366418748,0.335955799,0.066986927,0.105063352,-0.078976946,-0.074889992,-0.040357738,-0.367167207,0.041428614,0.217553128,0.468724451
O14737,0.815107614,0.690035136,0.697199798,1.4212112,1.299423179,1.299927481,1.307908136,1.412996725,1.347705679,1.171378644,-0.767982067,-1.103545142,-1.192096837,-0.996290429,-1.407501168,-1.222613541,-1.25681423,-0.737204698,-1.058477257,-1.162961916
O14744,0.14991734,0.146743212,0.343420432,0.288963777,0.357636145,0.380251509,0.360500963,0.357996558,0.442019808,0.187011004,-0.078322187,-0.016939772,-0.115248759,-0.03270455,-0.017041692,0.148017745,0.404968906,0.339717305,0.050258382,-0.194563913
O14745,0.466661779,0.558996276,0.487666055,0.445893945,0.465169161,0.362802511,0.415519056,0.516899985,0.47909619,0.404244861,0.827352995,1.142079586,0.805708949,0.298135975,0.037937178,0.237943425,-0.085529479,0.373370498,0.566013608,0.321176216
O14776,0.40301482,0.382404123,0.373022444,0.211667489,0.297951928,0.289843952,0.277562633,0.446469728,0.456221544,0.215869618,0.328495826,0.280051353,0.163837376,0.334022776,0.214499089,0.217652302,0.120247016,0.646099797,0.651099089,0.459968435
O14777,0.508685434,0.507047846,0.523585961,0.013303165,0.106829026,0.060191994,0.09964484,0.452254496,0.461361182,0.302086149,0.712010874,0.476551604,0.44313887,-0.732166786,-0.718101257,-0.75887285,-0.641119133,-0.219215244,-0.324915968,-0.28238522
O14787,-0.48944975,-0.457389152,-0.423121086,-0.291151257,-0.330067129,-0.339038425,-0.304026404,-0.527086603,-0.455604892,-0.69468837,-1.726931907,-0.468459162,-0.957850855,-2.612090334,-1.850662268,-2.393312728,-2.148733448,-2.166679581,-1.959913423,-3.762423986
O14802,-0.853729668,-1.07814169,-0.838750947,-0.980090973,-0.899806413,-1.081098425,-1.124786726,-0.707184668,-1.279508866,-0.970490072,-1.407863466,-1.071123664,-0.892262513,-0.974660413,-0.715225643,-0.457443066,-0.270139395,-0.980266457,-1.036782186,-0.912000342
O14908,0.351505744,0.135348794,0.313548358,0.156668574,0.22226707,0.114406307,0.218691459,0.417808797,0.386046596,0.085785155,0.032709125,-0.008387909,-0.136188096,-0.329430882,-0.311869949,-0.191981922,-0.427759886,-0.075644505,-0.337631328,-0.254789494
O14929,-0.15443739,-0.179722289,-0.063254509,0.123455559,0.070021791,0.102147955,0.18985107,-0.099044223,-0.035496403,-0.126384456,-1.005765023,-1.393051759,-0.963453561,-1.134556909,-1.074475364,-0.954942725,-1.762378703,-1.142017527,-1.099119242,-1.414500683
O14936,-0.018903032,0.089965743,0.01442089,-0.148397601,-0.189952664,-0.22910865,-0.255521203,-0.044643915,-0.150561009,0.147943489,-0.0593561,-0.026775808,-0.152551542,-0.170990538,-0.269491347,-0.306377091,-0.172046107,-0.061076361,0.105188754,0.181460817
O14964,0.122646727,0.150326648,0.071549445,0.199197308,0.202182824,0.316661083,0.225630496,0.186726532,0.067995475,0.19484766,0.612036091,0.469834281,0.127197801,0.000436916,-0.145859998,-0.14355229,0.097000156,0.183167217,0.232518978,0.007497318
O14965,1.146967522,1.19558128,1.129677336,-1.510858231,-1.3676398,-1.466989579,-1.334537708,-0.88671251,-0.984149523,-0.962497281,2.112889838,2.084263604,2.179860615,-0.47698999,-0.246889918,-0.46991673,-0.350109155,-0.147585635,-0.363857954,-0.927513341
O14974,0.229789765,0.112074716,0.051454019,0.052769822,0.087669278,-0.043361611,-0.004305026,0.071290192,-0.005681686,0.090710085,-0.7412872,-0.636186607,-0.354368266,-0.817193168,-0.649522396,-0.818842601,-0.814738831,-0.484640197,-0.442281171,-0.756969556
O14979,1.263873631,1.184283129,1.220136506,0.938721254,0.92311211,0.975706933,0.85104855,1.248885104,1.079833783,0.876100013,2.029734,1.730111652,1.635727802,1.369058878,1.215380681,1.084149593,0.809355252,1.56586977,1.497998888,1.639936259
O14980,1.003494454,0.938263866,1.089204763,1.251234573,1.143808909,1.258914616,1.218357855,1.139141831,1.207447948,0.930165075,1.083189728,0.789749822,0.94487981,0.449548732,0.406545249,0.433959287,0.983467708,0.909732359,0.878084205,0.894364568
O15014,-1.680461224,-1.952951427,-2.290795478,-1.88000996,-1.734664208,-1.946870034,-1.6281801,-1.654429429,-1.779079876,-1.517484722,0.285316159,0.159388061,0.443609339,0.201611695,0.004050717,0.050618449,0.069324926,0.514785481,0.547914454,0.399653644
O15042,0.389377449,0.314349854,0.237617621,0.174135237,0.193403961,0.200780846,0.2089711,0.244066625,0.21216588,0.179993595,1.046108388,0.950866924,1.146083798,0.818881424,1.074950232,1.064944399,0.562052253,0.836547994,1.193190087,1.246588757
O15047,-1.692384391,-2.166626631,-1.824014403,-1.652175454,-1.9884208,-1.788917674,-2.089511251,-2.061717428,-1.6880448,-2.39195384,-1.01590958,-1.064016778,-1.205312457,-1.493533723,-1.692990425,-1.49808505,-1.791643298,-1.413225864,-1.647087535,-1.03642951
O15067,0.158453775,0.235617599,0.158795316,0.416657515,0.375174391,0.348502096,0.425025872,0.518182424,0.521224768,0.264356533,-0.742599338,-0.83258382,-0.771191279,-1.041774609,-1.085674354,-0.75120632,-0.44869098,-0.522160236,-0.604717234,-0.897743262
O15143,0.561307831,0.300998559,0.263034406,0.622041292,0.491165622,0.594517828,0.566172422,0.264600765,0.331797885,0.606972326,-0.297680549,-0.616557801,-0.247978922,0.189528219,0.188559041,0.123871658,0.307596711,0.097736055,0.314981138,0.280644736
O15162,-2.066114916,-1.88345458,-1.242966953,-1.897931868,-1.787638673,-1.447880756,-1.73860409,-1.677930863,-1.924342823,-1.140415073,-2.340749271,-3.241048666,-3.161723188,-2.652732318,-2.553944736,-2.009984089,-2.613856178,-2.380804386,-3.55855086,-2.740728915
O15213,-0.071943995,0.082824802,-0.146309083,-0.189586952,-0.114545262,-0.12146003,-0.191787561,0.022778846,0.00036905,-0.070598357,0.427212213,0.509875386,0.395957706,0.403961302,0.272223458,0.254348455,-0.047011617,0.538712265,0.564962942,0.420129212
O15226,-0.554647654,-0.566022776,-0.647587836,-0.607555614,-0.70792893,-0.602967248,-0.608072526,-0.461136967,-0.602414728,-0.777043719,0.24525376,0.363248626,0.506944757,0.398426672,0.229431323,0.345891338,0.046925927,0.419466912,0.403034672,0.289143979
O15231,0.301270025,0.336814068,0.10253101,-0.158273644,-0.088003103,-0.200397354,-0.096357621,0.21697539,0.199609934,0.213233944,0.21317502,-0.207101334,-0.588256326,-0.76282177,-0.81618667,-0.682570455,-0.855984818,-0.558219899,-0.802573298,-0.865980178
O15234,-0.026586552,0.263540393,0.402560958,0.275804747,0.218030078,0.314175819,0.35825745,0.300852651,0.281360703,-0.214415655,-0.14316024,-0.004556047,-0.474222526,0.716723087,0.636836685,0.665302152,0.476678188,1.091009296,1.161310551,0.483456788
O15240,-0.301492979,-0.069990848,-0.202379419,-0.265663653,-0.095084948,-0.079463643,-0.033128782,-1.183505909,-0.823992298,-0.252889803,1.605669689,1.886171885,1.55154057,0.586491127,0.851524054,0.392980578,0.346397643,-0.076293345,0.352455844,0.325038855
O15269,0.409942181,0.426589296,0.469485283,0.030003275,0.029190216,0.04458823,0.082072211,0.049677329,0.07522046,-0.100274112,0.269492639,0.946138424,0.401609296,0.652612893,1.088431007,1.008926983,1.23490282,0.234297974,0.362014672,0.094048703
O15305,0.096321533,0.223758179,0.266894093,0.636639673,0.644338689,0.697780811,0.641518036,0.507897108,0.478416347,0.269654618,-1.220236463,-1.283753117,-1.354368266,-0.36416282,-0.656952602,-0.603991729,-0.374205768,-0.53280748,-0.659927881,-1.068725846
O15347,0.843186773,0.69035506,0.701925435,0.485854697,0.447678315,0.424669629,0.410937766,0.666635035,0.4028736,0.513791305,1.068127244,0.9684047,1.475936735,0.63583718,0.805410637,0.769625843,0.510040292,1.183980232,1.375561204,1.761613088
O15355,0.836373663,0.890440806,0.923978399,1.043073805,1.093463242,1.091792035,1.091470909,1.182710593,1.119186557,0.87051392,0.16207249,0.152031886,0.306270444,0.16926938,0.065789299,0.195709621,0.311730511,0.588617312,0.711265992,0.174511324
O15357,-0.494338752,-0.49559146,-0.48112669,-0.443987436,-0.429639165,-0.490025461,-0.462805165,-0.419087786,-0.463031471,-0.371619998,-0.151523713,-0.33415807,-0.303742193,-0.538841352,-0.457804004,-0.30954437,-0.209640172,-0.347528231,-0.466246756,-0.861374269
O15371,0.582078346,0.586914172,0.67716815,0.855150269,0.838470127,0.848043763,0.843125619,0.909184022,0.831038584,0.408357805,0.695507612,0.725504851,0.632583453,0.994417697,0.951911714,0.685805989,0.579552592,0.955422984,1.189856249,1.149088167
O15446,0.684745119,0.572448076,0.579509863,0.568575398,0.58405346,0.585919415,0.604403723,0.62765781,0.517516166,0.341142207,0.853977742,0.889607693,0.63306398,0.884208668,0.770755108,0.627960988,0.68483401,0.897180361,0.828457108,0.409442732
O15479,0.180087917,0.176391069,0.173376744,0.336676503,0.323754893,0.284013849,0.27258551,0.188538373,0.306177479,0.214475854,0.912264226,1.259176728,1.290160744,1.795076249,1.515925475,1.528534368,1.077247913,1.752320697,1.778461125,1.866932634
O15498,0.270219668,0.233669863,0.293716673,1.175317114,0.958668451,0.954711651,1.017092779,1.292815332,1.210054491,1.253504454,-1.058713903,-1.003281018,-1.050214873,-1.219772911,-1.315784999,-1.135514971,-1.183221824,-0.432203539,-0.987394159,-1.310963078
O43143,0.827710979,0.767500201,0.75417905,0.682599988,0.655395825,0.701704316,0.751982542,0.657085008,0.642537986,0.413019905,0.725470416,0.666739328,0.927193738,0.771805922,0.772415605,0.798744175,0.764414171,0.866434519,0.985722547,1.041992592
O43148,0.735936201,0.735492162,0.671685381,0.600622949,0.657609761,0.639747504,0.706738273,0.514951866,0.510803572,0.469707501,1.100685919,1.210412242,1.364890369,1.43605248,1.183273055,1.177322991,1.139552178,1.486253406,1.464681446,1.408714894
O43159,0.065382522,-0.088395429,-0.148143406,-0.045647603,0.02079773,-0.108065473,-0.058484356,-0.003923355,-0.011487308,0.088660073,0.839547415,0.963196409,1.048525708,0.473687707,0.452974678,0.458992218,0.307892376,0.549527453,0.616598937,0.609225387
O43166,-0.788290104,-0.855165536,-1.035209878,-1.333727928,-1.322366871,-1.192129738,-1.307264778,-1.589435977,-1.313797565,-1.272518609,-0.253286429,-0.185043256,-0.224244273,-1.258453379,-1.222185632,-0.911874003,-1.116901117,-1.044838458,-0.793016114,-0.49393515
O43175,1.293966985,1.375189487,1.476645075,1.57869195,1.53721379,1.629006949,1.565729945,1.684965449,1.61653412,1.559384253,1.288913038,1.302320309,1.312406159,0.915085892,1.115408604,1.023683624,1.511146865,1.07053355,0.983230817,1.410393966
O43242,0.890043224,0.941762175,0.957722565,1.052526291,1.04587975,1.074241427,1.101583276,1.058568878,1.089230077,0.907069625,-0.283605363,-0.058709494,-0.737056988,-0.607089653,-0.147022056,-0.584465105,-0.194903629,-0.470071724,-0.512908195,-0.84826539
O43251,-0.296934697,-0.41582213,-0.361387445,-0.391799058,-0.350058605,-0.438071233,-0.550977086,-0.257637638,-0.26137781,-0.089623183,0.904010964,0.836123108,0.969398828,0.91885782,0.825100329,0.807070619,0.375322328,1.305696141,1.297830202,1.283459752
O43252,0.364439824,0.383686069,0.440263476,0.491170037,0.48384775,0.49201865,0.469882214,0.727139999,0.658395013,0.547256452,-0.552253376,-0.235049925,-0.604943455,-0.648873123,-0.693414809,-0.556393349,-0.295067791,-0.310415058,-0.258427136,-0.487145984
O43264,-0.126070888,-0.112408785,-0.14029839,-0.205668655,-0.325701223,-0.0606804,-0.198572525,0.050585541,-0.013963241,0.260903324,-0.84211157,-0.700856035,-0.282577583,-0.740356183,-0.789498406,-0.868841988,-0.717457957,-0.965766887,-1.156452417,-1.302992367
O43290,0.3355642,0.317092037,0.225397791,-0.007028617,0.117194874,-0.005311355,0.121098756,0.231264598,0.169578251,0.03271236,0.231572519,0.248860097,0.312957257,0.162630183,0.013395336,-0.009619818,-0.0666873,0.33115766,0.404442766,0.1560779
O43347,-0.48374021,-0.536041514,-0.82989097,-0.418036147,-0.581566505,-0.439468516,-0.516211668,-0.924213905,-0.900095277,-0.426719259,-0.224431567,0.172485243,0.044011889,0.066085929,0.061519853,-0.006648376,-0.472082217,-0.202355313,0.230035426,0.336139849
O43390,1.836243988,1.75644425,1.810939259,1.518071398,1.555013497,1.608733193,1.600076027,1.646189445,1.564382404,1.497030949,2.894110022,2.95229346,3.090474351,2.854243267,2.700538838,2.641791314,2.260564962,2.827488758,2.875600758,3.108616035
O43395,0.434290474,0.442333459,0.406927784,0.254101534,0.367284942,0.302717637,0.250262829,0.323307502,0.273283028,0.287348831,-0.113680362,0.043680811,-0.069309244,-0.09647013,-0.015111406,-0.167259159,-0.205606164,0.004417458,0.009765579,-0.262029258
O43396,0.911142622,0.899769127,1.011100017,1.265420479,1.302433954,1.354864913,1.222115923,1.248673058,1.334076217,1.037067888,0.313561277,0.370713894,0.55154057,0.304784351,0.165575723,0.149214506,0.331205908,0.404397393,0.444023083,0.367483439
O43414,-0.374852932,0.314759466,0.292815552,-0.078847654,0.601971497,-0.058378349,-0.156072415,-0.322006458,0.44567956,0.82213395,0.740270081,0.76045336,0.916618263,0.90010143,0.987201532,0.869939459,0.919219581,1.112330536,1.016069696,1.426202321
O43491,0.603242032,0.517088899,0.446453765,0.113844225,0.125599429,0.116455902,0.110151611,0.294828863,0.244902784,0.020182473,0.295216134,0.490270365,0.473347083,0.134423988,0.160124617,-0.073215299,-0.042845556,0.136051247,0.398965808,0.11316249
O43592,-0.220609877,-0.169526522,-0.141631937,-0.015366448,0.055159834,0.0070271,-0.01518159,-0.046153405,0.109888812,-0.016822444,-2.045293387,-1.229076024,-1.991798187,-1.91782919,-2.057987242,-2.009984089,-1.433514561,-1.73310613,-1.874052686,-1.818133419
O43615,0.618607315,0.566858394,0.534967286,0.09185592,0.16707057,0.09817429,0.128693373,0.210163518,0.098852375,-0.072088212,0.056763315,-0.23954664,-0.042782116,0.099863373,0.010839882,0.147418993,-0.04400057,-0.81520721,-0.740927603,-0.202264876
O43663,0.361035078,0.353978065,0.418797065,-1.120870868,-1.129192038,-1.111453091,-0.952987252,-0.713303496,-0.762591753,-0.711346956,0.251028052,0.239539605,0.007486013,0.130874001,0.401742424,0.48507144,0.152312606,0.094280497,0.062873109,-0.070839066
O43683,-0.363290578,-0.298492079,-0.513863476,-1.45925881,-1.407816898,-1.284532689,-1.263361956,-1.114184848,-1.12574746,-1.052952232,1.734121993,1.775945285,1.685557918,-1.208368148,-1.05471211,-0.881617359,-0.962492452,-0.652521035,-0.752668828,-1.318978071
O43684,0.543287592,0.427576542,0.446818373,0.349995645,0.279862737,0.283505768,0.380064375,0.206650422,0.263761223,0.186314008,1.319389083,1.143126762,1.151748838,0.257651488,0.220611967,0.276837334,0.26830354,0.24269362,0.270850645,0.154500034
O43707,1.531061709,1.444308219,1.43485421,1.076774275,1.071243902,1.106445074,1.120988699,1.122972331,1.017269864,0.796929319,1.113373437,1.00011356,0.798160495,0.180742989,0.101071523,0.173951868,0.748132989,0.451458757,0.411075491,0.112612787
O43709,-0.688399043,-0.745085612,-0.976451978,-0.860633327,-0.750261063,-0.783584229,-0.758781971,-0.564885838,-0.640404314,-0.660149951,-0.405956401,-0.340584339,-0.327628418,-0.40842512,-0.39364232,-0.238176745,-0.492360199,-0.1258073,-0.264367756,-0.850683991
O43719,0.095165991,-0.023340755,-0.123273967,-0.025337598,-0.007036478,-0.131023651,-0.05962168,0.1279189,0.270274932,0.042277224,0.424405523,0.492962939,0.465171009,0.578831749,0.505755829,0.592120501,0.13793042,0.525361195,0.936795446,1.047033842
O43747,0.339961068,0.401267283,0.453849419,0.364335595,0.420015301,0.412882119,0.405767232,0.317737564,0.495000175,0.075928922,-0.099741171,-0.366579548,-0.50147256,-1.212159727,-0.710063938,-1.042405566,-0.820005521,-0.861430227,-0.906474164,-1.244575681
