master_protein,0h_1_total,0h_2_total,0h_3_total,6h_1_total,6h_2_total,6h_3_total,6h_4_total,23h_1_total,23h_2_total,23h_3_total,0h_1_OOPS,0h_2_OOPS,0h_3_OOPS,6h_1_OOPS,6h_2_OOPS,6h_3_OOPS,6h_4_OOPS,23h_1_OOPS,23h_2_OOPS,23h_3_OOPS
Q99805,-0.207242653,-0.296905828,-0.264028568,-0.511515047,-0.553930938,-0.39676989,-0.482264336,-0.576290601,-0.50016467,-0.523743713,0.35294887,0.160399769,0.025275326,-0.040548349,-0.0032966,0.371606928,0.388102675,0.087344449,0.407563146,0.283294314
Q99816,0.147943022,0.163966325,0.300233024,0.234292424,0.358744586,0.254180515,0.285780069,0.299850431,0.385615177,0.268636365,0.598800264,0.440775374,0.228957598,-0.068915268,-0.026634823,-0.069991398,-0.138357695,0.203089055,0.050258382,0.153183827
Q99832,1.206490862,1.214794951,1.287203075,1.444257118,1.362862523,1.489303136,1.405449345,1.596000342,1.475374499,1.232457447,-0.350450224,-0.235510482,-0.357202082,0.226628759,0.142330092,0.253564006,0.965869674,0.621782745,0.441250954,0.165167519
Q99961,-0.10995165,-0.046877132,0.068047482,0.159642182,0.227616126,0.273476979,0.178355013,0.210827197,0.177337638,0.122819693,0.416403313,0.277486473,0.383186063,-0.085047809,-0.101930589,-0.091597854,-0.199014711,-0.188399778,-0.028908366,0.12628237
Q99986,0.248555624,0.160795248,0.229002719,0.001381892,0.045184908,-0.009826604,0.032918727,-0.104421879,-0.047652465,-0.149460213,1.607794946,1.611116678,1.633620755,0.572234047,0.932142514,0.743715521,0.445664633,0.533760137,0.760282428,0.844233586
Q9BPW8,0.412578604,0.300684281,0.395547662,-0.104630482,-0.043731923,0.006171967,-0.094310786,-0.217542233,-0.220615177,-0.1645098,-0.777813076,-0.790387257,-1.0148818,-0.464602721,-0.057987242,0.219262004,-0.039386051,-0.821720517,-1.478380512,-0.38896559
Q9BPX3,0.245850635,0.216890299,0.185338596,0.004693042,-0.019600261,0.08846304,0.09643188,-0.035676216,0.058592761,0.248600986,0.019998073,-0.064725893,0.346977099,-0.015486426,0.022050174,0.215496515,0.110746645,-0.347058375,-0.360505795,0.086651975
Q9BQ39,-0.196943987,-0.297302228,-0.349731381,-0.577034638,-0.339611817,-0.524214448,-0.409045554,-0.508591015,-0.424361846,-0.307018939,-0.083320609,-0.166168137,-0.179311604,0.071517013,0.060009968,-0.020037753,-0.185092889,0.088585477,0.088129069,0.109274611
Q9BQ52,0.275276476,0.285551268,0.264291469,0.244616694,0.206069843,0.270718264,0.250424793,0.329945562,0.357127129,-0.0533096,-1.076154351,-1.068073568,-0.52731958,-0.923146254,-0.919632319,-0.822357085,-0.751863837,-0.788532459,-0.829852882,-0.982086615
Q9BQ67,0.261696051,0.293752778,0.260271151,0.065806461,0.134169473,0.169065692,0.060922842,0.250837113,0.103806741,0.03494984,0.270089163,0.411756481,0.437481235,0.099608502,0.081998125,0.20264289,0.123109416,0.07687745,0.117909995,-0.078897651
Q9BQ70,-0.736142608,-0.824675168,-0.759782076,-0.815813248,-0.6719867,-0.748869513,-0.730973648,-0.524243853,-0.478759753,-0.603367554,0.213281371,0.049768897,0.059932976,-0.067082983,-0.039094149,0.155659916,-0.173366123,0.088039557,0.103980194,0.231552226
Q9BQ75,1.307914892,1.282337988,1.27293853,1.073710216,1.170582915,1.124370693,1.089522776,1.411389127,1.379376019,1.133399171,1.313127188,1.263042006,1.45035544,1.018884565,0.860659196,0.763777862,0.996687266,1.068977062,1.084480697,1.156800512
Q9BQA1,-0.417921654,-0.578770057,-0.650184947,-0.326775167,-0.478260792,-0.403230998,-0.368312973,-0.497513488,-0.338361829,-0.268571425,-1.141969406,-1.003281018,-1.187718397,-0.517572735,-0.565551356,-0.974360179,-0.606036674,-0.508960738,-0.659927881,-0.685284588
Q9BQC3,-0.565258049,-0.4702037,-0.658004452,-0.294538662,-0.345870808,-0.40302652,-0.335914983,-0.486866244,-0.359076123,-0.514677011,-2.845984579,-3.147939261,-1.819330991,-3.442165332,-2.98136596,-2.161987182,-2.493561945,-2.419798518,-3.829852882,-3.852621795
Q9BQG0,-0.21438826,-0.209007851,-0.122372189,-0.206681322,-0.171873088,-0.171472128,-0.145668926,-0.18018746,-0.100681727,-0.194412086,0.258522959,0.455979848,0.574259031,0.61560301,0.487496428,0.429911179,0.240990814,0.647082215,0.743058789,0.806874443
Q9BQP7,0.488143837,0.401214934,0.455360253,-0.0614306,-0.010622872,0.049399178,-0.00204841,-0.076390493,-0.051263719,-0.080800217,-0.532145802,-0.446113003,-0.159149245,0.500609799,0.500503048,0.378970763,0.242393409,-0.960007618,-0.761834459,-0.503037357
Q9BR76,0.597258272,0.601929734,0.586066323,0.544379767,0.57645576,0.549832462,0.580041421,0.670086461,0.62781608,0.719720064,-0.173255095,-0.376449792,0.461374441,-0.296186026,-0.076134588,-0.155323452,0.22342895,-0.080192523,-0.031409014,-0.127338006
Q9BRJ6,0.578051497,0.572076103,0.625251697,0.42193376,0.506475499,0.396361575,0.503848294,0.641362172,0.652445746,0.493016137,0.691004138,1.675228918,1.545389392,-0.404804805,-0.60393102,-0.553469953,-0.846823246,-0.234583645,-0.097714703,-0.3587018
Q9BRK4,-1.066114916,-1.023340755,-1.586619819,-0.821014497,-0.937119571,-0.746792198,-0.679710401,-0.804419392,-0.515431426,-0.366418748,-1.388905309,-1.513733241,-1.714836823,-1.9575869,-1.892927995,-1.778460655,-1.911809,-1.56159038,-1.387100005,-1.755155985
Q9BRL6,-2.415449169,-3.497271943,-2.596603907,-2.038530198,-2.103898017,-2.406301652,-2.925017214,-2.528035433,-2.578167182,-2.498869044,-1.577788468,-1.881152721,-2.111097115,-0.759647522,-0.720405882,-0.377715873,-0.833637386,-0.776733063,-0.959913423,-1.616993546
Q9BRP8,0.603367081,0.685548742,0.604158498,0.695877173,0.687201014,0.675363344,0.650239469,0.892331133,0.573475193,0.624412296,-0.796428754,-0.826011166,-1.111097115,-0.958648095,-0.789498406,-0.757003347,-1.134603119,-0.508960738,-0.341320144,-0.216231055
Q9BRT6,0.013111775,0.143082558,-0.101192991,-0.081771049,-0.290494051,-0.074570382,-0.249668477,0.182589769,-0.104813187,-0.986609737,1.287871168,1.497118674,1.688538078,1.240814806,1.064032822,0.931400493,0.656456078,1.234821164,1.446164534,1.387938749
Q9BRU9,-0.255439636,0.12129895,-0.0329486,-0.419884571,-0.332343817,-0.500504422,-0.371487221,-0.357056215,-0.327205608,-0.347559721,-0.535477663,-0.390827094,-0.138298843,0.265108577,-0.168100767,0.235128409,-0.130858289,0.537581848,0.116297144,-0.061984268
Q9BRX2,-0.688797083,-0.720210944,-0.814661404,-0.536163509,-0.576651014,-0.532130643,-0.645494685,-0.524243853,-0.603393158,-0.196306274,0.264711541,-0.107192919,0.21083098,-0.334932109,-0.314478802,-0.410842653,-0.625665481,-0.596533077,0.17480348,-0.529143248
Q9BRZ2,-0.28012892,-0.07697446,-0.195047117,-0.187111381,-0.183866322,-0.224455625,-0.077612668,-0.129018575,-0.006085972,-0.302760111,-0.360557752,-0.221939843,-0.170768328,-0.492457487,-0.521030114,-0.396976385,-0.622901318,-0.043569039,-0.016469731,-0.244575681
Q9BS26,1.581983165,1.435723952,1.464876913,1.020013916,1.017717538,1.049571581,1.052930722,0.783193498,0.704766782,0.612004173,-0.616959065,-0.469632562,-0.196488606,-0.493533723,-0.584318385,-0.583967882,-0.743261712,-0.758915317,-0.911165859,-0.500756416
Q9BSC4,-0.05893044,0.018939725,0.032058609,-0.231407128,-0.305228823,-0.265820429,-0.199109542,-0.098494974,-0.220414119,-0.390114841,-0.058713903,0.003500169,0.069840879,-0.526199912,-0.396403459,-0.435747994,-0.549953127,-0.188961028,-0.085444305,-0.243304024
Q9BSH4,0.209308738,0.337917187,0.120691707,-0.050650762,0.197374007,0.306069018,0.016283413,0.022508855,0.034578475,0.719057593,-0.973632402,-0.799211107,-0.602755896,-0.229346237,0.290579978,0.255552824,0.020560316,-1.247679303,-1.379494847,-0.79559085
Q9BSJ8,0.661732363,0.631567781,0.625857766,0.245678231,0.215287058,0.163381375,0.258660943,0.322323887,0.3608369,0.193992306,-0.479111797,-0.532703749,-0.602755896,0.212338102,0.476287846,0.347456205,0.529820154,-0.66417924,-0.834747149,-0.611358012
Q9BT22,-1.195882791,-1.433141606,-1.011641406,-1.194324871,-1.833808854,-1.79964408,-2.014813884,-1.537558207,-1.578167182,-2.426719259,-0.058713903,-0.347039361,-0.46128347,-0.085047809,-0.42149444,-0.249171752,0.271972802,-0.204481614,-0.07680908,-0.436130698
Q9BTC0,0.01104537,0.040946388,-0.049280903,-0.135431182,-0.115213331,-0.055362471,-0.062540171,-0.058500716,-0.119828928,-0.006194134,0.008529312,-0.208514701,-0.181175551,-0.247354089,-0.382506229,-0.41074983,-0.464620628,0.011079078,-0.080114225,-0.188625825
Q9BTD8,-0.986888225,-1.016145254,-0.965629009,-1.245855172,-1.134271666,-1.13441424,-1.151821153,-1.221374094,-1.159527446,-1.162219444,-1.319054199,-0.906353275,-0.90298892,-1.430339897,-1.610528265,-1.414374344,-1.688957634,-1.315002328,-1.359907042,-1.184766286
Q9BTE3,-0.116506611,-0.15272624,-0.084788515,0.052079406,-0.008139035,0.123965328,-0.055077754,0.326575216,0.260640553,-0.114120868,-0.625809983,-0.69124261,-0.42218365,-0.897336018,-0.782257763,-0.398549376,-0.619092827,-0.53280748,-0.491436664,-0.657070986
Q9BTE6,-0.546380038,-0.421860324,-0.513863476,-0.281260508,-0.190734825,-0.330457894,-0.248371089,-0.292818971,-0.140465962,-0.246405769,-1.65043377,-2.60878045,-1.779253552,-2.212159727,-1.704920635,-1.398549376,-1.653602357,-2.225918784,-1.805190828,-2.347386487
Q9BTL3,-0.095498723,-0.285457374,-0.249843959,-0.292505265,-0.168993046,-0.443668505,-0.228409357,-0.26223535,-0.534356087,-0.346519191,0.046145264,-0.182154977,-0.127356529,0.23256313,-0.070500995,-0.101811667,-0.334578694,0.097736055,0.228642767,0.134523
Q9BTT0,0.919267988,1.008599744,1.227824528,1.418834522,1.477228703,1.457743762,1.366590155,1.539611209,1.415356231,1.483832072,1.070697519,1.6963742,1.3309884,1.783562802,2.348005118,2.143708673,1.936890607,2.928505216,3.200766693,3.595894214
Q9BTT6,0.611472131,0.48070175,0.370462203,-0.176507125,-0.078197507,-0.071317405,-0.115295277,0.13492958,0.087831891,-0.086145411,0.767141452,0.830771198,0.807354922,0.435942363,0.798183596,0.680557169,0.879390153,0.751224007,0.495801504,0.419594087
Q9BTV4,1.376904995,1.220478652,1.278645679,0.821631573,0.743593655,0.749370842,0.878398173,0.613898825,0.697407521,0.553032058,-1.23539627,-1.15170118,-1.17900118,-0.415693121,-0.593002212,0.163498732,-0.252738818,0.202019204,-0.424173438,-1.132037342
Q9BTX1,-0.065339482,-0.27675437,-0.43830279,-0.486505622,-0.560062522,-0.431105043,-0.415801899,-0.280107919,-0.4573729,-0.348809349,-0.056468463,-0.360036702,-0.224244273,0.17653738,0.31799998,0.302293836,0.612451293,-0.538160714,-0.39781503,-0.473662755
Q9BU76,-1.741087583,-1.28900063,-1.490404503,-1.665271111,-1.912137215,-1.521437363,-1.59317365,-1.576290601,-1.453839047,-0.935648323,0.102696644,-0.16557942,-0.071568751,-0.528876965,-0.403051835,-0.401174846,-0.803368367,-0.024284923,0.191136633,0.125396647
Q9BUF5,0.548067183,0.538707354,0.659036697,0.711862485,0.712520987,0.773004304,0.681547541,1.113921224,1.025508612,0.385653738,0.522605697,0.527009599,0.656108868,-0.295323944,-0.14885004,0.013862653,0.105415711,-0.013965975,0.000166593,0.526976171
Q9BUJ2,0.94148771,0.974690591,0.881314939,0.662903537,0.60708301,0.669408008,0.681512334,0.849305024,0.71495295,0.59548054,1.085230781,0.995699049,1.119763119,1.209506511,0.968845002,1.016147082,0.761153023,1.278145872,1.274541623,1.523292072
Q9BUQ8,0.253743314,0.244930299,0.070783647,0.13013205,0.084349811,-0.02191688,0.134871094,0.049949853,0.046635584,0.167013452,0.849712662,0.731643988,0.587366139,0.76008042,1.048856188,0.911995445,0.576106964,1.058175218,1.463100797,1.722517983
Q9BV38,0.657114796,0.669613885,0.57915354,0.541928691,0.589998855,0.512561585,0.568769235,0.496958381,0.565062953,0.612065931,-1.630255888,-1.182154977,-0.924683991,-0.814308738,-1.012798468,-0.735860504,-0.354965884,-1.123123215,-1.315694336,-1.437584296
Q9BV44,-0.783272029,-0.642524967,-0.63945579,-0.374113911,-0.379107137,-0.405131109,-0.445694888,-0.377524619,-0.395777558,0.163678703,-0.779663872,-0.734311332,-0.457325457,-0.524627492,-0.683263879,-0.457443066,-0.53657602,-0.289950956,-0.31714647,0.025280741
Q9BVA1,1.238647324,1.255995463,1.294167023,1.270847683,1.325652312,1.497306359,1.451819222,1.819294535,1.776096895,1.606972326,1.604960574,1.644851033,1.62150894,1.050874679,0.866285432,1.186413124,1.096201542,1.254563068,1.370157846,1.454101428
Q9BVG4,-0.717545389,-0.626782676,-0.766528909,-0.593281765,-0.443168009,-0.476998405,-0.496825525,-0.604369124,-0.677702855,-0.717285153,-0.925711771,-0.738548325,-0.585373818,-0.663074262,-0.549328108,-0.619194136,-0.972511208,0.279120172,0.002164094,-0.427439738
Q9BVI4,0.603367081,0.569469607,0.524257942,0.371528807,0.332636628,0.294978552,0.270475204,0.433084198,0.502490482,0.172346896,-0.345127711,-0.242251413,-0.071837685,-0.14974712,-0.209990335,-0.270135986,-0.16587458,-0.061186452,-0.132477839,0.241396279
Q9BVJ6,0.25301816,0.160506623,0.110755225,0.00703385,-0.023775453,0.01981059,-0.039005348,0.027683868,0.033792051,-0.103735919,1.218933946,1.270654135,1.077972091,0.660928161,0.485502562,0.478765587,0.063248555,0.908471807,0.880276308,0.791033133
Q9BVP2,0.353147169,0.300969991,0.286779936,0.3608024,0.291722028,0.274283092,0.300360234,0.277099009,0.315253868,0.13323644,1.194172548,1.381668757,1.565047884,0.787408781,0.713758674,0.620873178,0.43010588,0.902668466,1.009054638,0.961140593
Q9BW19,1.292643739,1.2696704,1.237490863,-0.656112434,-0.63896622,-0.635998874,-0.524936996,-0.105222405,-0.025782303,-0.16798499,1.058732582,1.224163994,1.314589057,0.048975146,0.286324808,0.244942297,0.134161612,-0.281396958,-0.456852766,-0.752892224
Q9BW27,-0.052456866,-0.074687635,-0.058904307,-0.105373948,-0.066311726,-0.119348148,-0.110300891,-0.142408781,-0.192559159,-0.437587069,-0.885297503,-0.893697974,-0.921045414,-0.926108668,-1.02343002,-0.755882808,-0.596967165,-1.088677069,-1.353933141,-1.032031046
Q9BW71,-1.539184537,-1.140786626,-1.658004452,-1.507578632,-1.486304512,-1.580331052,-1.516211668,-1.28410985,-1.42328158,-0.976916341,0.387546076,0.530260718,0.305352991,0.392456456,0.910217785,0.679428034,0.379356337,1.130310921,1.549158745,1.585011311
Q9BW91,0.169101545,0.213221439,0.098817736,0.309849454,0.212361327,0.126142828,0.242487448,0.251597536,0.276825835,0.465434794,0.055725778,0.319666289,0.381861071,0.336925738,0.385860482,0.244677136,0.21131002,-0.032194249,0.171700909,0.19599691
Q9BW92,0.200067101,0.094505379,-0.097200904,-0.315547912,-0.230876178,-0.218724632,-0.215042134,-0.307338903,-0.364042376,-0.209204799,-0.953854736,-1.513733241,-0.921045414,-0.085047809,0.436001599,0.519142754,0.213521047,-1.214446,-1.504612053,-1.190882001
Q9BWF3,-0.512516587,-0.262055482,-0.303004535,-0.370790022,-0.234258817,-0.186253171,-0.472385427,-0.100005913,-0.034671298,-0.284425376,-0.138798647,-0.044651453,-0.089494861,-0.027127833,-0.213029508,-0.276228051,-0.533173801,0.329956137,0.375561204,0.257924659
Q9BWU0,-0.122388221,-0.023239871,-0.068759365,0.054114909,-0.02272088,-0.047028201,0.075939163,-0.099192134,-0.08799204,-0.218802972,-0.105145975,-0.072014492,-0.181175551,-0.194550327,-0.319710702,-0.485957571,-0.35824598,0.14971033,0.138184889,-0.322330839
Q9BX40,-0.10542784,-0.081551512,-0.381591016,-0.461704747,-0.420657642,-0.188600926,-0.251616748,-0.188319354,-0.178670533,-0.32074689,0.228461928,0.294589608,0.049956559,0.053719297,0.05182917,-0.050213933,-0.303895498,0.441313888,0.458607515,0.312122967
Q9BX68,0.587019087,0.421229943,0.597058338,0.458111304,0.331547555,0.325325944,0.352711077,0.448641735,0.041637068,0.434291973,-0.593980501,-0.844158513,-0.855335944,-0.272240331,-0.133714568,0.046984724,-0.239572678,-0.751642082,-0.745319372,-0.436130698
Q9BXB5,-0.058379268,-0.092930265,-0.185328327,-0.527368998,-0.23406531,-0.413835325,-0.360933443,0.01845292,-0.087597051,0.844356539,-0.495385944,-0.44255372,-0.667908576,-1.432023322,-0.979590335,-0.883451683,-1.108722701,-0.530519303,-0.56002375,-0.255521826
Q9BXJ9,0.003091996,0.045848951,0.102478793,0.23168087,0.18865279,0.249362414,0.214181272,0.234369337,0.282597021,0.007803199,0.00594673,0.304856359,0.121790439,0.394514035,0.166878926,0.207492842,0.071164617,0.629293408,0.728812875,0.602572831
Q9BXP5,0.664751995,0.649298216,0.631063456,0.520421206,0.539609969,0.556088815,0.569978918,0.633346387,0.553101477,0.383725775,0.681730636,0.741311175,0.405055731,0.570947649,0.817375832,0.473891389,0.780078267,1.213744163,1.303806063,1.070913366
Q9BXR0,-0.191645798,-0.080186615,-0.284729477,-0.077388174,0.00175377,0.006171967,-0.0947479,-0.017739731,0.067995475,0.14054124,-1.05294696,-1.037922104,-0.993434824,-1.367783136,-1.371741405,-1.178621544,-1.565394689,1.095021671,1.254261666,1.301706351
Q9BXS6,0.472686412,0.475937756,0.495230231,-1.494719804,-1.270795326,-1.678734756,-1.450801779,-0.517901733,-0.580917793,-0.820962292,-0.274877599,-0.384173608,-0.136188096,-1.2096309,-1.197897263,-1.135514971,-1.360436861,-0.837033573,-0.893418011,-1.051930603
Q9BXW7,-0.450455618,-0.488554726,-0.391489477,-1.001521611,-0.6719867,-0.788917674,-0.956449722,-0.783874337,-0.623102413,-0.669487816,-1.072260435,-1.182154977,-1.129874322,-0.314409785,-0.006456941,0.147418993,-0.177416202,-0.726980027,-0.748254663,-0.549430263
Q9BXW9,-0.748181365,-0.736152488,-0.960094366,-0.705930994,-0.709465347,-0.632798472,-0.783803509,-0.794599535,-0.757915266,-0.567871832,-0.057815307,-0.101360895,0.344711915,-0.201568315,-0.287062115,-0.220138935,-0.196077029,0.317562281,-0.111916516,-0.44399758
Q9BY44,0.753848301,0.788466529,0.851769187,0.959710665,0.861422806,0.968737779,0.882760674,0.935663061,0.915902958,0.652648445,0.549653202,0.379537745,0.517254142,0.784514448,0.6761065,0.640908092,0.745224915,1.026774972,0.979499464,0.908714958
Q9BYD1,0.966952785,0.992150327,0.935643777,0.553514766,0.635717155,0.531406535,0.494289191,0.192703847,0.312603749,0.380635664,1.447746624,1.641866052,1.00342309,1.182806832,1.233008994,0.715716679,0.918090269,1.076585614,0.928408629,1.552931455
Q9BYD2,0.53470389,0.291751156,0.267352892,0.060689891,0.040660264,-0.066451649,0.088393705,-0.109443036,-0.171570045,-0.172017071,0.125291132,0.111019289,0.190793226,-0.040548349,-0.000143167,-0.023404604,-0.208653039,-0.350664526,-0.350955441,-0.067600059
Q9BYD6,0.810468041,0.627006055,0.642331527,0.331161595,0.410719355,0.345242407,0.297153101,0.256082781,0.248296563,0.191934827,1.241985129,1.079542982,1.46508675,1.237884222,1.314205076,1.26836785,0.870076402,1.097352513,1.092614756,1.349264971
Q9BYG3,0.871472476,0.855117082,0.939247453,1.08717817,1.107974376,1.068203221,0.977583144,1.185486748,1.141016259,0.755533772,0.383943089,0.465096728,0.731676848,1.365420884,0.946477006,1.094352571,0.933800427,1.410599277,1.237518254,0.913970258
Q9BYJ9,-0.331145211,-0.298492079,-0.255341021,-0.251957356,-0.208095769,-0.128606671,-0.136568075,-0.310688083,-0.178149799,-0.352027656,-0.081362642,0.019478885,-0.161723188,0.068171503,-0.012268941,-0.215664501,-0.446838079,0.020947422,0.200909372,0.227980857
Q9BYN8,0.517813024,0.582972251,0.331503174,0.107211435,0.129965988,0.169340727,0.279317818,0.01845292,0.036621174,0.22471752,0.787909068,0.65053254,0.427526671,0.722803653,0.456421979,0.578314125,0.252750822,0.2806412,0.251745337,0.05814181
Q9BYW2,-1.954222036,-2.14934864,-2.144477089,-2.138471636,-1.949774872,-2.431105043,-2.331787097,-2.110627029,-1.841201588,-1.52688342,-0.492347624,-0.619159596,-0.530286258,-0.479249497,-0.448461488,-0.574388417,-0.537505292,-0.195525138,-0.186217812,-0.415932638
Q9BZD4,0.176632358,0.181994882,0.044310462,-0.072049347,-0.168993046,-0.156362212,-0.08371496,0.01845292,0.000905667,0.177901768,1.195429251,0.855812874,1.112690624,0.324329494,0.205047164,0.104964572,0.027847806,0.264699656,0.234431944,0.126451017
Q9BZE1,0.292571729,0.278158211,0.283622061,-0.077226101,-0.067048043,-0.077830711,-0.023294927,-0.451532344,-0.282117719,-0.294200372,0.799525367,0.985417049,1.069155024,0.743179183,0.886161321,0.876277007,0.635583666,0.704960167,0.643456321,0.917127198
Q9BZE4,0.743454427,0.585435409,0.675138431,0.623422655,0.663747195,0.609532487,0.646810857,0.25915336,0.411251336,0.371325419,0.808726895,0.879413873,1.011975361,1.136967128,0.852884939,0.943757106,0.732576616,0.976766385,0.912599431,0.935861853
Q9BZF1,0.201621078,0.033062605,-0.013550996,-0.154649929,-0.202676172,-0.250497759,-0.185743733,-0.208278437,-0.201770947,-0.104791164,-0.933932278,-0.75133448,-0.629228108,-0.604595797,-0.290525047,-0.312012626,-0.506241079,-1.043569039,-0.874052686,-0.619466032
Q9BZF9,-0.045577985,-0.005095046,-0.172826558,-0.286871931,-0.299239722,-0.525883268,-0.399293916,-0.080154677,0.064406042,0.216667686,0.671042707,0.568594433,0.457186644,-0.572561969,-0.425719026,-0.370837695,-0.663036174,-0.433034345,-0.328816464,-0.47889127
Q9BZG1,-0.275253212,-0.238798702,-0.124116136,-0.386969949,-0.386584481,-0.45549394,-0.472839891,-0.474009551,-0.271710496,-0.529715011,-0.43288749,-0.741379916,-0.331245708,-0.715029225,-0.478134215,-0.376854305,-0.318835957,-0.711777621,-0.835044306,-0.861374269
Q9BZJ0,-0.467916588,-0.433888536,-0.577410342,-0.473174274,-0.458264811,-0.401625165,-0.543229219,-0.599611675,-0.511708905,0.192190574,0.608856402,0.190239989,0.330129908,0.124123661,0.151466124,0.229057462,0.096201542,0.06059056,-0.018948893,0.359031041
Q9BZZ5,0.627280443,0.480993764,0.559072429,0.611506815,0.69297928,0.703422801,0.626616037,0.643775517,0.625775784,0.553467993,0.529105825,0.73997366,0.96112161,0.916531496,0.722374922,0.788810059,0.641853526,1.096637457,1.11922826,1.246614167
Q9C0C2,-0.322234646,-0.414687058,-0.368285529,-0.233075583,-0.224267487,-0.198961573,-0.200676029,-0.11266981,-0.217792942,-0.249657939,-0.873390736,-0.931462839,-0.929549746,-1.17838899,-1.212015739,-1.18043959,-1.136792101,-0.861803065,-0.891253427,-1.253935576
Q9C0C9,-0.333343883,-0.253261356,-0.217899629,-0.057828364,0.051178136,0.032263403,-0.00903484,0.054710703,0.171867562,-0.025881465,-0.91753784,-0.730086746,-0.982667175,-0.964392077,-0.953040692,-0.830826944,-0.988687355,-0.677703687,-0.587697206,-0.678565953
Q9C0J8,-0.211615136,-0.202651195,-0.256259238,-0.54390293,-0.513934836,-0.502967527,-0.488664649,-0.344465342,-0.299686748,-0.462343168,0.148024087,0.21546547,0.199594008,0.114646128,-0.092552744,-0.193118947,-0.421170264,0.235866974,0.27975265,0.329639051
Q9GZL7,0.313163622,0.341631815,0.425940048,0.386110814,0.379037014,0.363600576,0.46221492,0.236861094,0.237603404,-0.057080118,-0.59289536,-0.499282085,-0.504192062,-0.532506786,-0.459968588,-0.625320238,-0.65763787,-0.552533885,-0.570623693,-0.477395474
Q9GZP4,-0.247721723,-0.012886397,-0.180314612,0.025353166,0.054455908,0.110114697,0.064059137,0.063240842,0.077184647,0.09786227,-2.785230548,-2.340584339,-2.354368266,-2.116679418,-2.610528265,-2.153109031,-2.285669093,-1.930142977,-2.261569123,-2.363874609
Q9GZR2,-0.692384391,-0.250495363,-0.734207622,-0.85628836,-0.608403494,-0.430271356,-0.562861762,-0.329706716,-0.383239643,-0.085913857,0.463926551,0.624964384,0.433629451,0.011471857,-0.081599799,-0.24647134,-0.466003437,0.232278179,0.256773614,0.207202365
Q9GZR7,-0.465083024,-0.408845056,-0.313001041,-0.169622599,-0.163454862,-0.090328751,-0.254788312,-0.03512812,0.000167767,-0.176247513,0.289966825,0.31018022,0.224890709,0.614418196,0.426596206,0.363091787,0.199400808,0.859286015,0.702077048,0.157580527
Q9GZS1,0.408188532,0.394382901,0.288753527,0.195338542,0.208949355,0.215883312,0.302075844,0.198738433,0.264208306,0.162635011,0.620130267,0.535494032,0.689579682,0.686354152,0.593194945,0.634192664,0.623717515,0.390729101,0.38898172,0.305947177
Q9GZT3,0.869699657,0.593081106,0.611494942,0.806465863,0.656479497,0.559482632,0.617881227,0.893143565,0.497650652,0.648531593,0.546579059,0.563297507,0.831462329,0.711172972,0.576629493,0.53005543,0.229389754,0.531632582,0.620757969,0.964877685
Q9GZU8,0.045777964,0.395462505,0.31143123,0.261486432,0.246836926,0.317370372,0.227829574,0.446659478,0.376826712,0.272946897,-0.396458703,0.08328192,-0.629228108,-0.94596498,-1.591419442,-1.409080044,-1.40949768,-0.629483499,-0.682209328,-1.109850579
Q9H074,-0.839928423,-0.586500525,-0.740203082,-0.420941878,-0.488281259,-0.33435181,-0.417925622,-0.321810559,-0.310560046,-0.047627735,0.778086959,0.61693233,0.733671768,0.560800126,0.37335207,0.318341778,0.496182601,0.841588035,0.875044516,0.839440575
Q9H089,-0.80807542,-0.533637689,-0.786797506,-0.726698893,-0.62150525,-0.661162127,-0.707710082,-0.532788963,-0.567898846,-0.506153726,1.176144555,0.999265664,1.270520419,0.665067891,0.83396212,0.848549557,0.695867301,1.335454918,1.015204512,0.64233054
Q9H0A0,0.48150895,0.447746633,0.407756629,0.272227985,0.290731721,0.338398916,0.286537624,0.252793195,0.310091081,0.144721536,0.176874508,0.282267286,0.504508275,0.333869827,0.421780056,0.389410433,0.3766577,0.158853183,0.188683069,0.322010209
Q9H0B6,0.028690209,0.066896797,0.034586625,0.094491296,0.186958084,0.165301618,0.180283235,0.212153639,0.210936036,0.107309942,0.074288229,0.008143815,-0.035387455,-0.199873353,-0.174899671,-0.131149778,-0.034130326,-0.164608231,-0.075886935,0.224768238
Q9H0D6,0.287702689,0.223560828,0.231860041,0.131845518,0.061079311,0.16453974,0.121636413,0.103510905,0.071284045,-0.128101812,0.712966122,0.612046802,0.831316273,0.899775247,0.638931524,0.724299724,0.469753633,0.99421518,1.016909665,0.961706805
Q9H0G5,0.186703093,-0.185214093,-0.624421851,0.112975818,-0.186672213,-0.30635618,0.123892387,-0.20326272,-0.157729695,-0.323815367,-0.026335229,-0.318669563,-0.747490989,-0.356274911,-0.295348505,-0.338816545,-0.571364096,0.492352594,0.632120433,0.440516073
Q9H0H5,1.227523231,1.115074247,1.220735103,0.436189279,0.479677143,0.448216767,0.560122174,0.094039059,0.064647629,-0.304743594,-0.990186085,-0.944346547,-1.192771625,1.327476789,1.548869694,1.623624121,1.320532687,0.534657497,0.616876579,0.379983951
Q9H0L4,-0.383082589,-0.377387624,-0.486338116,-0.456410447,-0.606398358,-0.512586445,-0.428748827,-0.484216665,-0.459364504,-0.287916775,0.439815351,0.484147152,0.603148402,0.330749947,0.332142622,0.335002175,-0.110203249,0.577110212,0.69208594,0.744890156
